Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Ploye, Catherine",LTFR 115,FA12,23,8,1.0,1.0,5.25,3.57,3.33
"Edwards, Leslie",LTGK 1,FA12,21,13,0.9229999999999999,1.0,4.81,3.55,3.14
"De Marchi Gherini, Adriana",LTIT 2A,FA12,21,8,1.0,0.857,1.93,3.71,3.81
"Chamberlain, Charles Thoms",LTLA 1,FA12,26,15,1.0,1.0,7.07,3.67,3.16
"Chamberlain, Charles Thoms",LTLA 100,FA12,22,10,0.75,0.75,7.36,2.71,2.26
"Wells, Patricia Rebecca",LTRU 1A,FA12,21,6,1.0,1.0,6.83,3.5,3.55
"Ubilla, Cecilia",LTSP 137,FA12,25,9,1.0,1.0,4.21,3.43,3.47
"Sanchez, Rosaura",LTSP 175,FA12,34,14,1.0,0.846,5.88,3.77,3.61
"Potts, Stephen",LTWL 114,FA12,239,89,0.976,0.976,4.28,3.49,3.27
"Potts, Stephen",LTWL 124,FA12,66,32,0.92,0.92,7.22,3.47,3.29
"Cohen, Richard S.",LTWL 135,FA12,30,11,1.0,1.0,5.95,3.73,3.07
"Edwards, Leslie",LTWL 19A,FA12,26,17,0.938,1.0,3.43,3.54,3.17
"Romani, Rebecca",LTWL 4D,FA12,26,11,1.0,1.0,3.39,3.75,3.76
"Freilicher, Melvyn Stanley",LTWR 100,FA12,24,11,0.889,1.0,5.61,3.67,3.58
"Armantrout, Rae",LTWR 102,FA12,22,12,0.917,0.833,4.0,3.67,3.74
"Freilicher, Melvyn Stanley",LTWR 120,FA12,22,10,1.0,1.0,6.7,3.6,3.69
"Granger, John F",LTWR 148,FA12,23,12,0.727,0.909,6.86,3.09,3.81
"Doller, Ben",LTWR 8B,FA12,92,42,1.0,1.0,3.78,3.77,3.59
"Granger, John F",LTWR 8C,FA12,52,23,0.87,0.7829999999999999,4.67,3.85,3.62
"Zhang, Yingjin",LTCH 101  ,SP12,42,26,0.9620000000000001,0.885,6.98,3.77,3.58
"Jed, Stephanie H",LTCS 102  ,SP12,47,19,0.833,0.9440000000000001,2.83,4.0,3.95
"Streeby, Shelley",LTCS 110  ,SP12,34,17,0.941,1.0,8.03,3.47,3.25
"Johnson, Sara E.",LTCS 170  ,SP12,38,31,0.968,1.0,4.18,3.73,3.7
"Heinrich, Larissa",LTEA 110B ,SP12,38,14,0.929,0.857,7.5,3.75,3.56
"Lee, Jin-Kyung",LTEA 143  ,SP12,47,24,0.833,0.833,6.17,3.35,3.42
"Bialo, Caralyn Alyssa",LTEN 113  ,SP12,23,13,1.0,1.0,5.83,3.27,3.35
"Loose, Margaret",LTEN 127  ,SP12,28,16,0.938,0.938,5.57,3.57,2.98
"Shevelow, Kathryn Ann",LTEN 138  ,SP12,24,9,0.889,0.889,6.94,3.38,3.18
"Shevelow, Kathryn Ann",LTEN 148  ,SP12,39,19,1.0,1.0,6.26,3.57,3.55
"Tonkovich, Nicole",LTEN 148  ,SP12,38,18,0.9440000000000001,0.889,5.61,3.76,3.5
"Cassedy, Steven Dennis",LTEN 158  ,SP12,22,6,1.0,0.8,6.9,3.4,3.02
"Cancel, Robert",LTEN 159  ,SP12,27,9,1.0,1.0,4.72,3.63,3.05
"O'Brien, William Arctander",LTEN 176  ,SP12,38,20,0.9470000000000001,0.895,5.72,3.44,3.23
"Loose, Margaret",LTEN 23  ,SP12,42,24,0.875,0.875,4.83,3.59,3.38
"Wesling, Megan E.",LTEN 26  ,SP12,62,57,0.825,0.893,6.25,3.46,3.34
"Sanchez, Rosaura",LTEN 29  ,SP12,61,27,0.731,0.769,5.39,3.25,3.06
"Ploye, Catherine",LTFR 2C ,SP12,20,11,1.0,1.0,6.32,3.44,3.08
"Martin-Cabrera, Luis",LTSP 129  ,SP12,33,16,1.0,1.0,5.13,3.8,3.67
"Parra, Max",LTSP 135A ,SP12,41,17,0.882,1.0,9.21,3.59,3.34
"Glaser, Amelia",LTTH 115  ,SP12,37,21,0.857,1.0,6.4,3.68,3.7
"Potts, Stephen",LTWL 116  ,SP12,182,78,0.987,1.0,5.03,3.31,3.14
"Verdicchio, Pasquale",LTWL 165  ,SP12,37,15,0.867,1.0,3.43,3.92,3.42
"Cohen, Richard S.",LTWL 168  ,SP12,20,7,1.0,1.0,5.64,3.71,3.44
"Cohen, Alain J. J.",LTWL 184  ,SP12,50,21,0.9440000000000001,1.0,5.3,3.71,3.25
"Chamberlain, Charles Thoms",LTWL 19C ,SP12,43,20,0.9,0.9,4.3,2.78,2.67
"Freilicher, Melvyn Stanley",LTWR 100  ,SP12,22,12,0.917,0.917,5.33,3.5,3.69
"Darini, Bruna Maria",LTWR 100  ,SP12,22,9,1.0,1.0,6.28,3.78,3.91
"Doller, Ben",LTWR 102  ,SP12,23,13,0.9229999999999999,0.917,4.96,3.92,3.73
"Springer, Anna Joy",LTWR 115  ,SP12,23,13,0.9229999999999999,1.0,4.96,3.64,3.68
"Freilicher, Melvyn Stanley",LTWR 121  ,SP12,22,13,1.0,1.0,4.35,3.5,3.49
"Granger, John F",LTWR 122  ,SP12,20,8,1.0,1.0,3.5,3.86,3.45
"Jed, Stephanie H",LTWR 126  ,SP12,28,11,1.0,0.909,3.95,3.9,3.91
"Granger, John F",LTWR 143  ,SP12,40,13,0.769,1.0,4.96,3.77,3.54
"Springer, Anna Joy",LTWR 8A ,SP12,68,31,0.903,0.8059999999999999,5.27,3.85,3.51
"Armantrout, Rae",LTWR 8B ,SP12,98,39,0.9490000000000001,0.821,3.47,3.73,3.55
"Mariscal, George",LTAM 108  ,WI12,31,24,0.9570000000000001,1.0,6.15,3.62,3.31
"Heinrich, Larissa",LTEA 110C ,WI12,24,14,0.929,1.0,7.73,3.54,3.73
"Liao, Ping H",LTEA 110C ,WI12,37,15,1.0,1.0,4.77,3.57,3.41
"Liao, Ping H",LTEA 120B ,WI12,138,41,0.878,0.805,4.65,3.69,3.31
"Lee, Jin-Kyung",LTEA 144  ,WI12,46,15,1.0,0.9229999999999999,6.5,3.67,3.65
"James, Heather",LTEN 112  ,WI12,34,14,1.0,0.929,5.36,3.0,3.26
"Randel, Fred V.",LTEN 125  ,WI12,20,5,1.0,1.0,6.9,3.8,3.05
"Davidson, R. Michael",LTEN 132  ,WI12,28,9,1.0,1.0,6.72,3.57,3.36
"Dominguez, Andrea M",LTEN 152  ,WI12,21,14,1.0,0.857,6.5,3.36,3.1
"Blanco, John D",LTEN 181  ,WI12,21,16,0.867,0.9329999999999999,4.36,3.5,3.83
"Shevelow, Kathryn Ann",LTEN 22  ,WI12,42,25,0.96,1.0,4.34,3.61,3.37
"Lewis, Adam Charles",LTEN 25  ,WI12,47,25,0.84,1.0,6.1,3.64,3.41
"Solomon, Amanda Lee Albaniel",LTEN 28  ,WI12,81,65,0.815,0.9059999999999999,6.5,3.28,3.02
"Jed, Stephanie H",LTEU 105  ,WI12,24,9,1.0,1.0,4.06,3.78,4.0
"Jed, Stephanie H",LTEU 105  ,WI12,23,12,1.0,1.0,4.5,4.0,4.0
"Jed, Stephanie H",LTIT 115  ,WI12,24,9,1.0,1.0,4.06,3.78,4.0
"Jed, Stephanie H",LTIT 115  ,WI12,23,12,1.0,1.0,4.5,4.0,4.0
"Sanchez, Rosaura",LTSP 137  ,WI12,21,11,1.0,1.0,5.59,3.36,3.36
"Kokotovic, Milos",LTSP 140  ,WI12,26,17,0.941,1.0,4.97,3.59,3.38
"Parra, Max",LTSP 142  ,WI12,30,18,1.0,1.0,7.56,3.39,3.15
"Kokotovic, Milos",LTSP 172  ,WI12,30,22,0.909,1.0,5.74,3.59,3.38
"Potts, Stephen",LTWL 120  ,WI12,181,81,0.951,0.975,5.58,3.32,3.18
"Cohen, Richard S.",LTWL 135  ,WI12,28,12,1.0,0.909,4.67,3.1,3.05
"O'Brien, William Arctander",LTWL 176  ,WI12,21,13,1.0,1.0,7.73,3.67,3.23
"Cohen, Alain J. J.",LTWL 183  ,WI12,43,22,0.955,0.955,5.26,3.74,3.5
"Davidson, R. Michael",LTWL 191  ,WI12,21,10,1.0,1.0,6.7,3.89,3.97
"Rivera-Garza, Cristina",LTWR 100  ,WI12,22,11,0.909,1.0,4.5,3.82,3.77
"Armantrout, Rae",LTWR 102  ,WI12,22,14,1.0,1.0,5.5,3.62,3.8
"Springer, Anna Joy",LTWR 114  ,WI12,35,18,0.9440000000000001,1.0,8.28,3.5,3.31
"Doller, Ben",LTWR 115  ,WI12,24,16,0.875,0.938,3.43,3.69,3.91
"Forbes, Camille",LTWR 119  ,WI12,20,8,0.875,0.875,4.75,3.75,3.22
"Granger, John F",LTWR 126  ,WI12,21,9,1.0,1.0,5.39,3.67,3.29
"Brodkey, Linda C.",LTWR 144  ,WI12,25,11,0.818,0.818,4.5,4.0,3.87
"Doller, Ben",LTWR 8B ,WI12,77,42,0.929,1.0,4.17,3.85,3.64
"Forbes, Camille",LTWR 8C ,WI12,52,23,0.87,0.87,3.89,3.6,3.2
"el Tayeb, Fatima",LTCS 131  ,FA11,36,27,0.9259999999999999,0.9259999999999999,4.57,3.38,3.19
"Liao, Ping H",LTEA 110A ,FA11,29,15,0.929,0.857,6.79,3.71,3.18
"Heinrich, Larissa",LTEA 110B ,FA11,37,22,0.955,0.955,6.23,3.89,3.66
"Lee, Jin-Kyung",LTEA 140  ,FA11,42,15,0.7859999999999999,0.857,3.43,3.45,3.5
"Randel, Fred V.",LTEN 117,FA11,34,16,0.938,0.813,4.75,3.46,2.99
"Randel, Fred V.",LTEN 117A ,FA11,34,16,0.938,0.813,4.75,3.46,2.99
"Shevelow, Kathryn Ann",LTEN 120,FA11,26,11,0.909,1.0,6.32,3.64,3.48
"Shevelow, Kathryn Ann",LTEN 120A ,FA11,26,11,0.909,1.0,6.32,3.64,3.48
"Loose, Margaret",LTEN 124  ,FA11,36,23,0.7390000000000001,0.7829999999999999,6.15,3.41,2.82
"Loose, Margaret",LTEN 142  ,FA11,23,11,1.0,1.0,8.5,3.4,3.08
"Jed, Stephanie H",LTEN 149  ,FA11,46,20,1.0,1.0,6.5,3.9,4.0
"Streeby, Shelley",LTEN 154  ,FA11,36,16,0.938,0.875,8.13,3.53,3.47
"Tonkovich, Nicole",LTEN 156  ,FA11,27,12,1.0,1.0,7.67,3.5,3.47
"Cassedy, Steven Dennis",LTEN 158  ,FA11,24,9,0.667,0.778,5.61,3.25,3.16
"Lampert-Weissig, Lisa",LTEN 21  ,FA11,67,37,0.833,0.943,6.44,3.43,3.04
"Forbes, Camille",LTEN 27  ,FA11,92,53,0.8270000000000001,0.904,6.27,3.28,3.1
"Ploye, Catherine",LTFR 115  ,FA11,20,13,1.0,1.0,4.65,3.46,3.16
"Edwards, Leslie",LTGK 1  ,FA11,20,19,0.9470000000000001,1.0,7.72,3.28,3.26
"De Marchi Gherini, Adriana",LTIT 100  ,FA11,22,8,1.0,1.0,5.36,4.0,3.97
"Lee, Jin-Kyung",LTKO 100  ,FA11,41,13,1.0,1.0,5.58,3.25,3.31
"Chamberlain, Charles Thoms",LTLA 1  ,FA11,25,16,1.0,1.0,8.13,3.06,2.4
"Edwards, Anthony",LTLA 100  ,FA11,22,14,0.857,1.0,7.64,3.3,3.4
"Wells, Patricia Rebecca",LTRU 1A ,FA11,27,12,1.0,1.0,7.59,3.22,3.76
"Martin-Cabrera, Luis",LTSP 122  ,FA11,32,16,0.9329999999999999,0.867,5.97,3.47,3.52
"Kokotovic, Milos",LTSP 142  ,FA11,29,21,1.0,1.0,5.36,3.76,3.34
"Martin-Cabrera, Luis",LTSP 174  ,FA11,31,15,0.9329999999999999,0.9329999999999999,5.3,3.53,3.43
"Jed, Stephanie H",LTTH 150  ,FA11,40,23,0.9129999999999999,0.9570000000000001,4.41,3.95,3.99
"Edwards, Anthony",LTWL 106  ,FA11,22,15,0.9329999999999999,1.0,4.63,3.38,3.19
"Potts, Stephen",LTWL 114  ,FA11,252,126,0.992,0.9840000000000001,4.32,3.5,3.22
"Lampert-Weissig, Lisa",LTWL 123  ,FA11,41,20,0.9,0.75,4.9,3.69,3.38
"Potts, Stephen",LTWL 124  ,FA11,74,34,0.97,1.0,6.25,3.73,3.32
"Kalleres, Dayna",LTWL 138  ,FA11,22,12,0.75,0.833,9.17,3.6,3.58
"Rahimi, Babak",LTWL 157  ,FA11,68,32,0.9059999999999999,0.875,4.0,3.93,3.96
"Edwards, Leslie",LTWL 19A ,FA11,37,25,1.0,1.0,4.82,3.5,3.39
"Freilicher, Melvyn Stanley",LTWR 100  ,FA11,23,10,1.0,0.8,5.5,3.6,3.51
"Losh, Elizabeth",LTWR 103  ,FA11,21,12,0.917,1.0,8.68,3.64,3.6
"Freilicher, Melvyn Stanley",LTWR 121  ,FA11,24,9,1.0,0.889,5.61,3.63,3.32
"Glaser, Amelia",LTWR 124  ,FA11,23,9,1.0,1.0,2.94,3.88,3.79
"Isfahani-Hammond, Alexandra",LTWR 126  ,FA11,25,16,0.5329999999999999,0.5329999999999999,4.75,3.47,3.45
"Brodkey, Linda C.",LTWR 126  ,FA11,23,6,0.833,0.667,4.17,4.0,3.83
"Granger, John F",LTWR 148  ,FA11,22,7,0.857,1.0,8.21,3.71,3.68
"Rivera-Garza, Cristina",LTWR 8A ,FA11,95,49,0.9179999999999999,0.612,5.19,3.7,3.71
"Granger, John F",LTWR 8C ,FA11,56,29,0.759,0.7240000000000001,5.4,3.54,3.39
"Cancel, Robert",LTAF 120  ,SP11,21,10,0.9,0.9,7.7,3.57,3.4
"Johnson, Sara E.",LTAM 111  ,SP11,26,23,1.0,1.0,6.41,3.79,3.69
"El-Tayeb, Fatima",LTCS 131  ,SP11,23,6,0.667,0.667,6.83,3.83,3.85
"Reid, Roddey",LTCS 133  ,SP11,37,15,0.929,1.0,3.7,3.93,3.54
"O'Brien, William Arctander",LTCS 150  ,SP11,38,23,0.9129999999999999,0.9570000000000001,5.54,3.47,3.2
"Yip, Wai-Lim",LTEA 100B ,SP11,29,13,0.917,0.833,4.81,3.13,3.63
"Lee, Jin-Kyung",LTEA 143  ,SP11,42,14,0.857,0.929,4.93,3.5,3.37
"Jed, Stephanie H",LTEN 110  ,SP11,64,22,0.909,0.818,4.32,3.95,4.0
"Loose, Margaret",LTEN 127,SP11,38,28,1.0,0.9640000000000001,5.76,3.35,3.14
"Loose, Margaret",LTEN 127B ,SP11,38,28,1.0,0.9640000000000001,5.76,3.35,3.14
"Tonkovich, Nicole",LTEN 146  ,SP11,49,26,1.0,1.0,8.1,3.4,2.9
"Cassedy, Steven Dennis",LTEN 158  ,SP11,30,13,0.846,0.846,6.19,3.5,2.96
"Davidson, R. Michael",LTEN 159  ,SP11,38,15,1.0,1.0,6.23,3.67,3.67
"Davidson, R. Michael",LTEN 175B ,SP11,40,24,0.7829999999999999,0.9570000000000001,4.76,3.39,3.51
"Loose, Margaret",LTEN 23  ,SP11,62,32,0.9690000000000001,0.9690000000000001,5.44,3.52,3.11
"Streeby, Shelley",LTEN 26  ,SP11,58,38,0.763,0.684,7.97,3.44,3.39
"Blanco, John D",LTEN 28  ,SP11,87,49,0.6729999999999999,0.5710000000000001,5.07,3.29,2.94
"Cassedy, Steven Dennis",LTEU 150B ,SP11,29,12,0.833,0.917,6.0,3.36,3.01
"Zhiri, Oumelbanine",LTFR 116  ,SP11,29,18,0.9440000000000001,0.9440000000000001,4.83,3.22,3.38
"Verdicchio, Pasquale",LTIT 122  ,SP11,23,12,0.833,0.833,4.83,3.42,3.51
"Concha, Jaime",LTSP 122  ,SP11,35,15,0.9329999999999999,0.867,4.9,3.14,3.33
"Concha, Jaime",LTSP 134  ,SP11,22,5,1.0,1.0,7.7,3.6,3.09
"Parra, Max",LTSP 140  ,SP11,26,9,1.0,1.0,7.61,3.11,3.48
"Johnson, Sara E.",LTSP 176  ,SP11,21,15,1.0,1.0,5.17,3.8,3.75
"Mariscal, George",LTSP 177  ,SP11,40,21,0.9520000000000001,1.0,6.31,3.47,3.26
"duBois, Page Ann",LTWL 100  ,SP11,105,55,0.927,0.909,3.88,3.54,3.35
"duBois, Page Ann",LTWL 104  ,SP11,29,14,0.857,0.929,3.07,3.58,3.36
"Potts, Stephen",LTWL 116  ,SP11,264,120,0.983,0.983,4.65,3.51,3.21
"Rahimi, Babak",LTWL 152  ,SP11,70,21,0.857,0.85,3.93,3.68,3.91
"Murdock-Hinrichs, Isa",LTWL 181  ,SP11,32,19,0.737,0.9470000000000001,5.34,3.44,3.52
"Cohen, Alain J. J.",LTWL 184  ,SP11,40,15,0.9329999999999999,0.867,2.5,3.64,3.61
"Chamberlain, Charles Thoms",LTWL 19C ,SP11,50,21,0.95,0.9,5.9,3.21,2.55
"Verdicchio, Pasquale",LTWL 4D ,SP11,23,6,0.833,1.0,6.17,3.0,3.47
"Bynum, Sarah",LTWR 100  ,SP11,25,10,1.0,1.0,6.3,4.0,3.82
"Carmody, Teresa",LTWR 100  ,SP11,23,7,1.0,1.0,6.5,3.71,3.56
"Armantrout, Rae",LTWR 102  ,SP11,24,12,1.0,0.833,3.67,3.42,3.78
"Garcia, Olga",LTWR 102  ,SP11,20,10,1.0,0.889,4.5,3.89,3.56
"Carmody, Teresa",LTWR 115  ,SP11,23,9,1.0,1.0,5.39,3.78,3.52
"Freilicher, Melvyn Stanley",LTWR 120  ,SP11,23,11,1.0,1.0,5.59,3.44,3.51
"Granger, John F",LTWR 122  ,SP11,23,14,0.857,0.929,3.79,3.57,3.72
"Jed, Stephanie H",LTWR 126  ,SP11,25,12,0.833,0.917,3.5,3.73,3.85
"Granger, John F",LTWR 143  ,SP11,36,14,0.7140000000000001,0.9229999999999999,5.5,3.15,3.38
"Springer, Anna Joy",LTWR 8A ,SP11,86,42,0.9520000000000001,0.976,6.36,3.84,3.47
"Forbes, Camille",LTWR 8C ,SP11,91,41,0.825,0.775,3.99,3.72,3.34
"Liao, Ping H",LTCH 101  ,WI11,43,19,0.889,0.833,5.87,3.87,3.51
"Mariscal, George",LTCS 111  ,WI11,46,22,0.955,1.0,3.68,3.63,3.37
"Blanco, John D",LTCS 52  ,WI11,36,21,0.762,0.857,4.02,3.69,3.7
"Liao, Ping H",LTEA 120B ,WI11,118,55,0.8,0.7090000000000001,3.91,3.74,3.29
"Lee, Jin-Kyung",LTEA 140  ,WI11,37,14,0.857,0.7140000000000001,5.21,3.4,3.3
"Bialo, Caralyn Alyssa",LTEN 113  ,WI11,41,25,1.0,1.0,6.26,3.52,3.26
"Loose, Margaret",LTEN 127A ,WI11,23,9,1.0,1.0,4.5,3.67,3.49
"Shevelow, Kathryn Ann",LTEN 140  ,WI11,56,32,0.9690000000000001,0.9690000000000001,6.38,3.32,3.22
"Loose, Margaret",LTEN 141  ,WI11,23,14,0.929,1.0,7.07,3.5,3.38
"Streeby, Shelley",LTEN 148  ,WI11,47,20,1.0,1.0,5.4,3.42,3.32
"Blanco, John D",LTEN 181  ,WI11,34,17,0.8240000000000001,0.8240000000000001,6.26,3.53,3.47
"Shevelow, Kathryn Ann",LTEN 22  ,WI11,75,41,0.927,0.8540000000000001,6.06,3.51,3.5
"Davidson, R. Michael",LTEN 25  ,WI11,58,34,0.853,0.941,6.2,3.23,3.09
"Mariscal, George",LTEN 29  ,WI11,93,58,0.914,0.9309999999999999,5.5,3.37,3.11
"De Marchi Gherini, Adriana",LTEU 105  ,WI11,48,28,1.0,1.0,3.31,3.85,4.0
"Lee, Jin-Kyung",LTKO 100  ,WI11,37,8,0.7140000000000001,0.857,2.25,3.4,3.31
"Martin-Cabrera, Luis",LTSP 129  ,WI11,40,17,1.0,1.0,6.74,3.8,3.53
"Kokotovic, Milos",LTSP 140  ,WI11,25,14,1.0,1.0,8.07,3.5,3.2
"Concha, Jaime",LTSP 141  ,WI11,20,7,0.7140000000000001,0.857,7.07,3.5,3.53
"Martin-Cabrera, Luis",LTSP 170  ,WI11,20,6,1.0,1.0,7.83,3.83,3.67
"Glaser, Amelia",LTTH 115  ,WI11,36,20,0.85,0.85,4.6,3.75,3.77
"Potts, Stephen",LTWL 120  ,WI11,155,66,0.938,0.9690000000000001,4.56,3.29,3.16
"Lampert-Weissig, Lisa",LTWL 123  ,WI11,91,55,0.873,0.852,5.08,3.46,3.39
"Verdicchio, Pasquale",LTWL 165  ,WI11,33,22,0.8640000000000001,1.0,3.77,3.81,3.38
"Cohen, Alain J. J.",LTWL 183  ,WI11,34,13,1.0,0.818,3.67,3.92,3.68
"Wirshbo, Eliot",LTWL 19B ,WI11,37,25,0.88,0.88,6.82,2.83,2.79
"Freilicher, Melvyn Stanley",LTWR 100  ,WI11,22,9,1.0,1.0,4.28,3.56,3.56
"Springer, Anna Joy",LTWR 115  ,WI11,25,16,1.0,1.0,6.75,3.5,4.0
"Forbes, Camille",LTWR 119  ,WI11,23,11,0.818,1.0,4.7,3.73,3.15
"Granger, John F",LTWR 126  ,WI11,24,9,1.0,0.889,6.06,3.56,3.54
"Freilicher, Melvyn Stanley",LTWR 144  ,WI11,24,10,0.7,0.7,5.1,2.89,3.22
"Bynum, Sarah",LTWR 8A ,WI11,102,56,0.982,0.982,4.32,3.89,3.77
"Armantrout, Rae",LTWR 8B ,WI11,91,42,0.951,0.9520000000000001,3.33,3.78,3.59
"Johnson, Sara E.",LTCS 170,FA10,39,35,1.0,1.0,5.13,3.9,3.66
"Verdicchio, Pasquale",LTCS 50,FA10,30,16,0.75,1.0,3.13,3.69,3.28
"Liao, Ping H",LTEA 110A ,FA10,33,14,0.5,0.643,4.93,3.45,3.23
"Zhang, Yingjin",LTEA 120A ,FA10,139,75,0.867,0.867,4.93,3.61,3.6
"Lee, Jin-Kyung",LTEA 142,FA10,36,15,0.8,0.9329999999999999,5.97,3.45,3.45
"Lampert-Weissig, Lisa",LTEN 107,FA10,37,36,0.972,0.972,5.17,3.28,3.51
"Higgins, John C.",LTEN 112,FA10,35,16,1.0,1.0,5.38,3.53,3.29
"Randel, Fred V.",LTEN 125C ,FA10,37,23,0.826,0.696,5.54,3.17,3.21
"Lowe, Lisa",LTEN 130,FA10,37,21,1.0,0.905,6.6,3.71,3.49
"Shevelow, Kathryn Ann",LTEN 143,FA10,65,33,0.97,1.0,6.02,3.58,3.48
"George, Rosemary Marangoly",LTEN 145,FA10,35,14,0.929,1.0,6.07,3.54,3.54
"El-Tayeb, Fatima",LTEN 155,FA10,24,11,0.636,0.909,5.23,3.44,2.94
"Cancel, Robert",LTEN 159,FA10,54,24,0.958,0.958,5.25,3.25,3.17
"Tonkovich, Nicole",LTEN 160,FA10,46,19,0.895,1.0,6.29,3.59,3.35
"Forbes, Camille",LTEN 186,FA10,34,17,0.941,0.882,6.5,3.56,3.15
"Lampert-Weissig, Lisa",LTEN 21,FA10,76,45,0.8220000000000001,0.889,5.48,3.42,3.18
"Forbes, Camille",LTEN 27,FA10,85,39,0.795,0.872,6.04,3.26,2.86
"Glaser, Amelia",LTEU 150C ,FA10,21,8,1.0,1.0,9.25,3.5,3.64
"De Marchi Gherini, Adriana",LTIT 100,FA10,21,11,1.0,1.0,3.05,3.73,3.94
"Lee, Jin-Kyung",LTKO 100,FA10,40,12,0.909,0.818,8.32,3.44,3.23
"Chamberlain, Charles Thoms",LTLA 1,FA10,27,16,0.813,1.0,6.13,2.73,2.58
"Edwards, Anthony",LTLA 100,FA10,29,25,1.0,1.0,9.22,3.21,3.47
"Wells, Patricia Rebecca",LTRU 1A ,FA10,24,10,1.0,1.0,3.7,3.71,3.71
"Martin-Cabrera, Luis",LTSP 123,FA10,26,11,1.0,1.0,7.95,3.6,3.44
"Sanchez, Rosaura",LTSP 137,FA10,20,12,1.0,0.917,7.67,3.5,3.31
"Martin-Cabrera, Luis",LTSP 174,FA10,31,11,1.0,1.0,6.3,4.0,3.2
"Sanchez, Rosaura",LTSP 175,FA10,38,16,1.0,1.0,8.63,3.56,3.46
"Edwards, Anthony",LTWL 106,FA10,23,21,0.9520000000000001,1.0,5.74,3.31,3.19
"Potts, Stephen",LTWL 114,FA10,271,118,0.975,0.983,4.24,3.59,3.2
"Potts, Stephen",LTWL 124,FA10,79,35,0.943,0.943,6.33,3.26,3.08
"Ehrlich, Carl",LTWL 138,FA10,24,15,0.643,0.857,4.79,3.31,3.18
"Kalleres, Dayna",LTWL 158A ,FA10,25,14,0.846,0.846,6.5,3.57,3.42
"Edwards, Leslie",LTWL 19A ,FA10,53,29,0.7929999999999999,0.828,3.88,3.46,3.0
"Verdicchio, Pasquale",LTWL 4M ,FA10,46,21,1.0,0.9520000000000001,3.36,3.55,3.56
"Freilicher, Melvyn Stanley",LTWR 100,FA10,24,15,1.0,0.667,4.9,3.36,3.36
"Carmody, Teresa",LTWR 100,FA10,22,9,1.0,0.889,4.94,3.56,3.59
"Darini, Bruna Maria",LTWR 102,FA10,23,10,1.0,1.0,3.1,3.9,3.77
"Springer, Anna Joy",LTWR 115,FA10,21,8,0.875,0.875,5.25,3.25,3.51
"Carmody, Teresa",LTWR 120,FA10,23,9,1.0,1.0,5.39,3.78,3.86
"Freilicher, Melvyn Stanley",LTWR 121,FA10,25,9,1.0,0.556,5.39,3.44,3.2
"Isfahani-Hammond, Alexandra",LTWR 126,FA10,22,13,0.769,0.5379999999999999,4.35,3.42,3.36
"Granger, John F",LTWR 148,FA10,27,8,0.625,1.0,5.5,3.25,3.57
"Armantrout, Rae",LTWR 8B ,FA10,90,49,0.9390000000000001,0.9390000000000001,4.3,3.7,3.43
"Granger, John F",LTWR 8C ,FA10,85,40,0.825,0.775,5.45,3.53,3.42
"El-Tayeb, Fatima",LTCS 130,SP10,35,16,0.938,0.938,4.88,3.2,3.05
"Lowe, Lisa",LTCS 133,SP10,24,13,0.846,1.0,5.73,3.73,3.52
"George, Rosemary Marangoly",LTCS 172,SP10,32,27,0.963,0.852,4.94,3.56,3.34
"Chau, Angie C.",LTEA 110B ,SP10,50,21,0.857,0.9520000000000001,4.0,3.5,3.3
"Choi, Juliana E",LTEA 132,SP10,46,19,0.895,1.0,6.61,3.54,3.07
"Lee, Jin-Kyung",LTEA 144,SP10,32,7,0.857,0.857,10.21,3.5,3.36
"Lampert-Weissig, Lisa",LTEN 107,SP10,25,22,1.0,1.0,4.32,3.6,3.62
"Higgins, John C.",LTEN 113,SP10,39,19,0.895,0.9470000000000001,4.83,3.35,3.33
"Jed, Stephanie H",LTEN 124,SP10,41,19,0.9470000000000001,0.895,2.71,3.83,3.96
"Loose, Margaret",LTEN 141,SP10,39,21,1.0,1.0,7.74,3.0,2.87
"Shevelow, Kathryn Ann",LTEN 143,SP10,51,29,1.0,0.966,6.09,3.46,3.44
"Tonkovich, Nicole",LTEN 148,SP10,25,11,1.0,1.0,5.95,3.89,3.65
"Wesling, Megan E.",LTEN 149,SP10,34,20,1.0,0.95,6.2,3.7,3.61
"Gleason, Patrick Joseph",LTEN 154,SP10,20,9,0.667,0.889,7.39,3.22,3.28
"Childs, Dennis R.",LTEN 183,SP10,45,24,0.958,0.958,5.2,3.38,3.48
"Loose, Margaret",LTEN 23,SP10,55,29,0.929,0.9640000000000001,4.57,3.31,2.84
"Wesling, Megan E.",LTEN 26,SP10,41,32,0.875,0.7809999999999999,5.63,3.37,3.25
"Forbes, Camille",LTEN 27,SP10,82,33,0.727,0.8440000000000001,5.71,3.56,3.32
"O'Brien, William Arctander",LTEU 139,SP10,27,12,0.909,0.909,7.23,3.3,3.35
"Glaser, Amelia",LTEU 154,SP10,28,16,0.875,1.0,4.25,3.75,3.76
"De Marchi Gherini, Adriana",LTIT 161,SP10,27,13,1.0,0.9229999999999999,3.73,3.33,3.83
"De Marchi Gherini, Adriana",LTIT 50,SP10,25,15,1.0,0.867,4.23,3.53,3.92
"Lee, Jin-Kyung",LTKO 100,SP10,38,5,1.0,0.8,2.5,3.6,3.2
